2MASS,GaiaDR2,Name,RAJ2000,DEJ2000,pmRA,pmDE,plx,r-astro,rv,r_rv,Cluster,Member,J17,L18-t1,L18-t6,Dist,SimbadName
2MASS J04334298+2235566,Gaia DR2 145189273497485312,,04 33 43.01,+22 35 56.0,6.375,-20.321,7.114,GaiaDR2,16.950,17,0,0,0,0,1,,2MASS J04334298+2235566
2MASS J04334465+2615005,Gaia DR2 151129011404806912,,04 33 44.64,+26 15 00.4,6.506,-17.315,5.802,GaiaDR2,15.850,17,0,0,1,1,0,,2MASS J04334465+2615005
2MASS J04334871+1810099,Gaia DR2 3314282402395528192,DMTau,04 33 48.72,+18 10 09.8,11.788,-18.361,6.920,GaiaDR2,18.607,15,20,1,1,1,0,*,2MASS J04334871+1810099
2MASS J04335200+2250301,Gaia DR2 145203159127518336,CITau,04 33 52.01,+22 50 30.1,8.904,-17.067,6.331,GaiaDR2,16.840,17,18,1,1,1,0,*,2MASS J04335200+2250301
2MASS J04335245+2612548,Gaia DR2 151127911893054464,,04 33 52.46,+26 12 54.7,,,,,,,0,0,1,1,0,,2MASS J04335245+2612548
2MASS J04335252+2256269,,XEST17-059,04 33 52.51,+22 56 26.9,,,,,26.670,17,0,0,1,1,0,,2MASS J04335252+2256269
2MASS J04335283+1803166,Gaia DR2 3314267593348429952,,04 33 52.86,+18 03 16.3,10.960,-18.274,6.794,GaiaDR2,,,20,1,0,0,1,*,2MASS J04335283+1803166
,,UGCS J043354.07+225119.1,04 33 54.07,+22 51 19.2,,,,,,,0,0,0,1,0,,UGCS J043354.07+225119.1
2MASS J04335470+2613275,Gaia DR2 151127907599718528,ITTauB,04 33 54.59,+26 13 25.5,7.678,-18.564,5.458,GaiaDR2,,,0,0,0,1,0,,V* IT Tau B
2MASS J04335470+2613275,Gaia DR2 151127907597788672,ITTauA,04 33 54.72,+26 13 27.2,9.465,-17.466,6.203,GaiaDR2,,,13,1,1,1,0,*,V* IT Tau A
2MASS J04335546+1838390,,J2-2041,04 33 55.46,+18 38 39.1,,,,,,,0,0,1,1,0,,2MASS J04335546+1838390
2MASS J04340619+2418508,Gaia DR2 147786354323787008,,04 34 06.20,+24 18 50.5,6.380,-20.905,7.584,GaiaDR2,,,16,1,0,1,0,*,2MASS J04340619+2418508
2MASS J04341099+2251445,Gaia DR2 145203811962545152,JH108,04 34 10.99,+22 51 44.6,8.903,-17.267,6.212,GaiaDR2,16.510,17,18,1,1,1,0,*,2MASS J04341099+2251445
2MASS J04341527+2250309,Gaia DR2 145203704587705088,CFHT1,04 34 15.26,+22 50 30.8,10.082,-17.498,5.845,GaiaDR2,17.140,17,18,1,1,1,0,*,2MASS J04341527+2250309
2MASS J04341755+1711312,Gaia DR2 3313311018233390208,,04 34 17.57,+17 11 30.9,13.076,-19.823,7.027,GaiaDR2,,,20,1,0,0,1,*,2MASS J04341755+1711312
2MASS J04341803+1830066,,HBC407,04 34 18.05,+18 30 06.5,,,,,17.750,15,0,0,1,0,0,,2MASS J04341803+1830066
2MASS J04343128+1722201,Gaia DR2 3313455329134355456,,04 34 31.30,+17 22 19.8,12.135,-19.784,6.815,GaiaDR2,,,20,1,0,1,0,*,2MASS J04343128+1722201
2MASS J04343609+2225143,Gaia DR2 145125987155266048,,04 34 36.11,+22 25 14.1,12.006,-17.867,6.017,GaiaDR2,,,18,0,0,0,1,,2MASS J04343609+2225143
2MASS J04344544+2308027,Gaia DR2 145982742935380096,,04 34 45.43,+23 08 02.8,10.958,-17.550,6.011,GaiaDR2,18.150,17,18,1,1,1,0,*,2MASS J04344544+2308027
2MASS J04345542+2428531,Gaia DR2 147818450613367424,AATau,04 34 55.42,+24 28 53.0,3.483,-20.987,7.319,GaiaDR2,16.980,15,0,0,1,1,0,,2MASS J04345542+2428531
2MASS J04345693+2258358,Gaia DR2 145225596036660224,XEST08-003,04 34 56.93,+22 58 35.8,11.705,-16.411,6.177,GaiaDR2,17.920,17,18,1,1,1,0,*,2MASS J04345693+2258358
2MASS J04345923+1733379,Gaia DR2 3313463953428629632,,04 34 59.25,+17 33 37.7,13.163,-20.553,7.025,GaiaDR2,,,20,1,0,0,1,*,2MASS J04345923+1733379
2MASS J04350850+2311398,Gaia DR2 145238687096970496,,04 35 08.52,+23 11 39.8,7.236,-20.977,7.724,GaiaDR2,15.990,17,16,0,1,1,0,,2MASS J04350850+2311398
2MASS J04351316+1725496,Gaia DR2 3313414750283302400,,04 35 13.18,+17 25 49.5,11.307,-18.033,6.537,GaiaDR2,,,20,0,0,1,0,,2MASS J04351316+1725496
2MASS J04352020+2232146,Gaia DR2 145132927822383616,HOTau,04 35 20.21,+22 32 14.6,9.832,-16.630,6.226,GaiaDR2,16.540,17,18,1,1,1,0,*,2MASS J04352020+2232146
2MASS J04352089+2254242,Gaia DR2 145213875069914496,FFTauA+B,04 35 20.90,+22 54 24.1,9.723,-19.245,6.209,GaiaDR2,14.165,15,18,1,1,1,0,*,2MASS J04352089+2254242
2MASS J04352450+1751429,Gaia DR2 3313508208769176704,HBC412A+B,04 35 24.50,+17 51 42.8,,,,,18.587,15,0,0,1,1,0,,2MASS J04352450+1751429
2MASS J04352737+2414589,Gaia DR2 147606657186323712,DNTau,04 35 27.38,+24 14 58.9,6.055,-20.771,7.829,GaiaDR2,16.300,15,16,1,1,1,0,*,2MASS J04352737+2414589
2MASS J04353164+2715081,Gaia DR2 151574107455728256,,04 35 31.67,+27 15 07.6,8.852,-27.174,7.854,GaiaDR2,,,12,1,0,0,1,*,2MASS J04353164+2715081
2MASS J04353536+2408266,,IRAS04325+2402C,04 35 35.30,+24 08 27.6,,,,,,,0,0,1,1,0,,2MASS J04353536+2408266
2MASS J04353539+2408194,,IRAS04325+2402A+B,04 35 35.40,+24 08 19.3,,,,,,,0,0,1,1,0,,2MASS J04353539+2408194
2MASS J04354093+2411087,Gaia DR2 147605282796916992,CoKuTau3A,04 35 40.94,+24 11 08.9,5.903,-21.527,8.015,GaiaDR2,17.610,17,16,1,1,1,0,*,Gaia DR2 147605282796916992
,Gaia DR2 147605278502447744,CoKuTau3B,04 35 40.97,+24 11 06.5,4.942,-21.696,8.294,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 147605278502447744
2MASS J04354183+2234115,Gaia DR2 145133786815830784,KPNO8,04 35 41.83,+22 34 11.6,10.962,-17.962,6.555,GaiaDR2,15.700,17,18,1,1,1,0,*,2MASS J04354183+2234115
2MASS J04354203+2252226,Gaia DR2 145212711134828672,XEST08-033,04 35 42.05,+22 52 22.8,10.020,-16.770,6.200,GaiaDR2,16.790,17,18,1,1,1,0,*,2MASS J04354203+2252226
2MASS J04354526+2737130,Gaia DR2 151870352825256576,,04 35 45.26,+27 37 13.1,14.201,-25.788,8.865,GaiaDR2,,,0,0,1,1,0,,2MASS J04354526+2737130
2MASS J04354733+2250216,Gaia DR2 145209618758377856,HQTau,04 35 47.35,+22 50 21.8,13.520,-15.901,6.334,GaiaDR2,16.650,15,0,0,1,1,0,,2MASS J04354733+2250216
2MASS J04354778+2523436,Gaia DR2 148021722825803904,,04 35 47.80,+25 23 43.3,8.267,-21.161,7.724,GaiaDR2,,,0,0,0,1,0,,2MASS J04354778+2523436
2MASS J04355109+2252401,Gaia DR2 145210099794710272,KPNO15,04 35 51.10,+22 52 40.1,6.316,-28.151,6.191,GaiaDR2,12.210,17,0,0,1,1,0,,2MASS J04355109+2252401
2MASS J04355143+2249119,Gaia DR2 145209339585095424,KPNO9,04 35 51.43,+22 49 12.0,10.976,-16.057,6.206,GaiaDR2,,,18,1,1,1,0,*,2MASS J04355143+2249119
2MASS J04355209+2255039,Gaia DR2 145213295250374016,XEST08-047,04 35 52.10,+22 55 04.1,8.776,-8.093,6.311,GaiaDR2,,,0,0,1,1,0,,2MASS J04355209+2255039
2MASS J04355277+2254231,Gaia DR2 145213187879627776,HPTau,04 35 52.78,+22 54 23.0,8.822,-13.950,5.675,GaiaDR2,17.700,2,0,0,1,1,0,,2MASS J04355277+2254231
2MASS J04355286+2250585,Gaia DR2 145209442664192896,XEST08-049,04 35 52.87,+22 50 58.6,10.950,-16.530,6.419,GaiaDR2,17.090,17,18,1,1,1,0,*,2MASS J04355286+2250585
2MASS J04355349+2254089,Gaia DR2 145213192171160064,HPTau/G3,04 35 53.50,+22 54 09.0,11.375,-18.477,6.393,GaiaDR2,,,18,1,1,1,0,*,2MASS J04355349+2254089
2MASS J04355415+2254134,Gaia DR2 145213192171159552,HPTau/G2,04 35 54.14,+22 54 13.3,11.248,-15.686,6.145,VLBI,16.600,15,18,1,1,1,0,*,2MASS J04355415+2254134
2MASS J04355568+1707395,Gaia DR2 3313386609655429248,,04 35 55.61,+17 07 38.1,13.435,-19.338,6.452,GaiaDR2,,,0,0,0,0,1,,2MASS J04355568+1707395
2MASS J04355568+1707395,Gaia DR2 3313386605360382720,,04 35 55.69,+17 07 39.6,11.669,-18.889,7.032,GaiaDR2,,,20,0,0,0,1,,2MASS J04355568+1707395
2MASS J04355684+2254360,Gaia DR2 145213226530896896,Haro6-28A+B,04 35 56.83,+22 54 36.0,,,,,16.000,17,0,0,1,1,0,,2MASS J04355684+2254360
2MASS J04355683+2352049,Gaia DR2 147523605402800256,RXJ0435.9+2352,04 35 56.84,+23 52 04.7,7.188,-21.045,7.954,GaiaDR2,,,0,0,0,1,0,,2MASS J04355683+2352049
2MASS J04355694+2351472,Gaia DR2 147523609698860160,,04 35 56.95,+23 51 47.0,8.529,-21.341,7.878,GaiaDR2,,,17,1,0,0,1,*,2MASS J04355694+2351472
2MASS J04355760+2253574,Gaia DR2 145210267297932416,,04 35 57.62,+22 53 57.2,,,,,,,0,0,0,1,0,,2MASS J04355760+2253574
2MASS J04355881+2438404,Gaia DR2 147727672184672640,,04 35 58.83,+24 38 40.2,10.201,-15.047,6.131,GaiaDR2,17.430,17,18,0,0,1,0,,2MASS J04355881+2438404
2MASS J04355892+2238353,Gaia DR2 145157941711889536,XEST09-042,04 35 58.92,+22 38 35.2,10.809,-15.773,6.322,GaiaDR2,17.410,17,18,1,1,1,0,*,2MASS J04355892+2238353
2MASS J04355949+2238291,Gaia DR2 145157937416226176,,04 35 59.51,+22 38 28.8,11.847,-16.940,7.156,GaiaDR2,,,0,0,0,1,0,,2MASS J04355949+2238291
2MASS J04360131+1726120,Gaia DR2 3313412963576880000,,04 36 01.33,+17 26 11.8,12.519,-18.624,6.897,GaiaDR2,,,20,1,0,1,0,*,2MASS J04360131+1726120
2MASS J04360678+2425500,,,04 36 06.79,+24 25 50.1,,,,,,,0,0,0,1,0,,2MASS J04360678+2425500
2MASS J04361030+2159364,Gaia DR2 144911784251503616,,04 36 10.32,+21 59 36.6,9.699,-23.523,8.487,GaiaDR2,,,0,0,1,1,0,,2MASS J04361030+2159364
2MASS J04361038+2259560,Gaia DR2 145220064117853696,CFHT2,04 36 10.39,+22 59 56.0,10.807,-15.959,5.870,GaiaDR2,16.580,17,0,0,1,1,0,,2MASS J04361038+2259560
2MASS J04361909+2542589,Gaia DR2 148037764527442944,LkCa14,04 36 19.08,+25 42 59.0,8.912,-27.474,7.842,GaiaDR2,16.650,15,0,0,1,1,0,,2MASS J04361909+2542589
2MASS J04362151+2351165,Gaia DR2 147546080967742720,,04 36 21.53,+23 51 16.6,-1.540,-19.482,8.691,GaiaDR2,15.860,17,0,0,1,0,0,,2MASS J04362151+2351165
2MASS J04363248+2421395,Gaia DR2 147614422487144960,,04 36 32.51,+24 21 39.4,8.907,-14.472,6.324,GaiaDR2,15.850,17,0,0,0,1,0,,2MASS J04363248+2421395
2MASS J04363893+2258119,Gaia DR2 145217379763796992,CFHT3,04 36 38.95,+22 58 12.0,9.548,-15.974,5.468,GaiaDR2,16.760,17,0,0,1,1,0,,2MASS J04363893+2258119
2MASS J04372171+2651014,Gaia DR2 151499478104075008,,04 37 21.73,+26 51 01.1,8.634,-26.989,7.785,GaiaDR2,,,12,1,0,1,0,*,2MASS J04372171+2651014
2MASS J04373705+2331080,,,04 37 37.06,+23 31 08.0,,,,,,,0,0,1,1,0,,2MASS J04373705+2331080
2MASS J04375670+2546229,Gaia DR2 148369409017865984,ITG1,04 37 56.71,+25 46 22.8,-2.727,2.468,1.153,GaiaDR2,,,0,0,1,0,0,,2MASS J04375670+2546229
2MASS J04380083+2558572,Gaia DR2 148420639387738112,ITG2,04 38 00.84,+25 58 57.4,4.902,-22.632,6.903,GaiaDR2,19.680,17,0,0,1,1,0,,2MASS J04380083+2558572
2MASS J04381486+2611399,Gaia DR2 148450875956969344,,04 38 14.86,+26 11 39.8,4.014,-23.168,6.907,GaiaDR2,,,0,0,1,1,0,,2MASS J04381486+2611399
2MASS J04381630+2326402,Gaia DR2 146758968080949504,,04 38 16.30,+23 26 40.2,7.849,-21.799,7.970,GaiaDR2,15.720,17,17,1,1,1,0,*,2MASS J04381630+2326402
2MASS J04382134+2609137,Gaia DR2 148449845165337600,GMTau,04 38 21.34,+26 09 13.7,5.469,-22.974,7.260,GaiaDR2,16.460,17,14,0,1,1,0,,2MASS J04382134+2609137
2MASS J04382858+2610494,Gaia DR2 148449913884294528,DOTau,04 38 28.58,+26 10 49.4,6.128,-21.340,7.205,GaiaDR2,16.040,15,14,1,1,1,0,*,2MASS J04382858+2610494
2MASS J04383528+2610386,Gaia DR2 148450085683504896,HVTauA+B,04 38 35.28,+26 10 38.6,4.888,-21.783,7.495,GaiaDR2,18.780,17,14,0,1,1,0,,2MASS J04383528+2610386
,,HVTauC,04 38 35.51,+26 10 41.3,,,,,,,0,0,0,1,0,,V* HV Tau C
2MASS J04383885+1546045,Gaia DR2 3309970392669539584,,04 38 38.87,+15 46 04.2,12.362,-20.101,7.223,GaiaDR2,,,20,0,0,0,1,,2MASS J04383885+1546045
2MASS J04383907+1546137,Gaia DR2 3309970392669539200,HD285957,04 38 39.09,+15 46 13.3,12.924,-19.961,7.215,GaiaDR2,17.991,15,20,0,0,1,0,,2MASS J04383907+1546137
2MASS J04384502+1737433,Gaia DR2 3409319239697943296,,04 38 45.04,+17 37 43.1,11.613,-18.624,6.784,GaiaDR2,,,20,0,0,1,0,,2MASS J04384502+1737433
2MASS J04384725+1737260,Gaia DR2 3409319342777158272,,04 38 47.27,+17 37 25.8,11.289,-18.369,6.894,GaiaDR2,,,20,0,0,1,0,,2MASS J04384725+1737260
2MASS J04385859+2336351,Gaia DR2 146767764173923328,,04 38 58.61,+23 36 35.3,8.642,-21.198,7.915,GaiaDR2,15.620,17,17,1,1,1,0,*,2MASS J04385859+2336351
2MASS J04385871+2323595,Gaia DR2 146709146460303744,,04 38 58.70,+23 23 59.6,7.156,-21.448,7.758,GaiaDR2,15.400,16,17,0,1,1,0,,2MASS J04385871+2323595
2MASS J04390163+2336029,Gaia DR2 146764809236423808,,04 39 01.63,+23 36 02.9,8.567,-21.851,7.854,GaiaDR2,16.600,16,17,1,1,1,0,*,2MASS J04390163+2336029
2MASS J04390396+2544264,Gaia DR2 148354733113981696,,04 39 03.96,+25 44 26.5,7.037,-20.606,6.975,GaiaDR2,16.500,17,14,1,1,1,0,*,2MASS J04390396+2544264
2MASS J04390453+2333199,Gaia DR2 146764053322185472,,04 39 04.55,+23 33 19.6,,,,,,,0,0,0,1,0,,2MASS J04390453+2333199
2MASS J04390525+2337450,Gaia DR2 146764946675371136,,04 39 05.26,+23 37 45.1,,,,,15.430,17,0,0,1,1,0,,2MASS J04390525+2337450
2MASS J04390571+2338112,Gaia DR2 146767935972608128,,04 39 05.73,+23 38 10.9,8.741,-22.411,7.849,GaiaDR2,,,17,1,0,0,1,*,2MASS J04390571+2338112
2MASS J04390637+2334179,Gaia DR2 146764465639042176,,04 39 06.38,+23 34 18.1,8.176,-21.820,8.085,GaiaDR2,15.550,17,17,1,1,1,0,*,2MASS J04390637+2334179
2MASS J04390940+2324007,Gaia DR2 146708734143437568,,04 39 09.41,+23 24 00.3,7.815,-21.293,7.990,GaiaDR2,15.620,17,17,1,0,0,1,*,2MASS J04390940+2324007
2MASS J04391389+2553208,,IRAS04361+2547,04 39 13.90,+25 53 20.8,,,,,23.110,17,0,0,1,1,0,,2MASS J04391389+2553208
2MASS J04391741+2247533,Gaia DR2 146469246765971200,VYTauA+B,04 39 17.40,+22 47 53.5,8.910,-19.195,6.596,GaiaDR2,17.716,15,0,0,1,1,0,,2MASS J04391741+2247533
2MASS J04391779+2221034,Gaia DR2 144936836795636864,LkCa15,04 39 17.81,+22 21 03.6,10.471,-17.383,6.325,GaiaDR2,17.650,15,18,0,1,1,0,,2MASS J04391779+2221034
2MASS J04392090+2545021,Gaia DR2 148378033311467904,GNTauA,04 39 20.90,+25 45 02.2,,,,,16.700,9,0,0,1,1,0,,V* GN Tau A
2MASS J04392090+2545021,Gaia DR2 148378033312276864,GNTauB,04 39 20.90,+25 45 02.2,,,,,16.700,9,0,0,1,1,0,,V* GN Tau B
2MASS J04393364+2359212,Gaia DR2 146881048231272192,,04 39 33.65,+23 59 21.1,7.279,-20.993,7.897,GaiaDR2,15.330,17,17,0,1,1,0,,2MASS J04393364+2359212
2MASS J04393519+2541447,,IRAS04365+2535,04 39 35.18,+25 41 44.9,,,,,,,0,0,1,1,0,,2MASS J04393519+2541447
2MASS J04394488+2601527,Gaia DR2 148400229703257856,ITG15,04 39 44.88,+26 01 52.7,7.459,-22.107,7.337,GaiaDR2,15.740,17,14,1,1,1,0,*,2MASS J04394488+2601527
2MASS J04394748+2601407,Gaia DR2 148400156688543104,CFHT4,04 39 47.47,+26 01 40.8,6.628,-21.865,6.827,GaiaDR2,,,14,1,1,1,0,*,2MASS J04394748+2601407
,,IRAS04368+2557,04 39 53.81,+26 03 10.4,,,,,,,0,0,1,1,0,,IRAS 04368+2557
2MASS J04395574+2545020,Gaia DR2 148374391180009600,IC2087IR,04 39 55.75,+25 45 02.2,6.192,-20.343,6.729,GaiaDR2,,,14,1,1,1,0,*,2MASS J04395574+2545020
2MASS J04400067+2358211,Gaia DR2 146874275068113664,,04 40 00.67,+23 58 21.0,8.620,-20.736,8.329,GaiaDR2,,,17,1,1,1,0,*,2MASS J04400067+2358211
2MASS J04400174+2556292,Gaia DR2 148386898123956480,,04 40 01.75,+25 56 29.4,,,,,,,0,0,1,1,0,,2MASS J04400174+2556292
2MASS J04400174+2556292,Gaia DR2 148386898124771328,,04 40 01.75,+25 56 29.4,,,,,,,0,0,1,1,0,,2MASS J04400174+2556292
2MASS J04400800+2605253,Gaia DR2 148401565437820928,IRAS04370+2559,04 40 07.99,+26 05 25.4,5.727,-20.132,7.366,GaiaDR2,17.220,17,15,1,1,1,0,*,2MASS J04400800+2605253
2MASS J04401428+2307544,Gaia DR2 146686292938953216,,04 40 14.30,+23 07 54.3,10.235,-16.533,6.591,GaiaDR2,,,18,0,0,0,1,,2MASS J04401428+2307544
2MASS J04401447+2729112,Gaia DR2 151639902060635520,,04 40 14.50,+27 29 10.9,10.266,-27.402,7.392,GaiaDR2,,,0,0,0,1,0,,2MASS J04401447+2729112
2MASS J04403979+2519061,Gaia DR2 148141775750936960,,04 40 39.79,+25 19 06.2,6.351,-20.568,6.600,GaiaDR2,15.840,17,0,0,1,1,0,,2MASS J04403979+2519061
2MASS J04404677+1928033,Gaia DR2 3410539044769663232,,04 40 46.79,+19 28 02.9,13.054,-20.044,6.841,GaiaDR2,,,20,0,0,0,1,,2MASS J04404677+1928033
,Gaia DR2 148381984682184320,JH223B,04 40 49.47,+25 51 20.7,4.425,-19.430,7.141,GaiaDR2,,,0,0,0,1,0,,Gaia DR2 148381984682184320
2MASS J04404950+2551191,Gaia DR2 148381984682184192,JH223A,04 40 49.51,+25 51 19.1,4.382,-19.630,7.176,GaiaDR2,16.150,17,15,1,1,1,0,*,2MASS J04404950+2551191
2MASS J04410424+2557561,Gaia DR2 148384527302822272,Haro6-32,04 41 04.25,+25 57 56.2,,,,,15.130,17,0,0,1,1,0,,2MASS J04410424+2557561
2MASS J04410470+2451062,Gaia DR2 148063641705483776,IWTauA+B,04 41 04.70,+24 51 06.1,,,,,15.880,15,0,0,1,1,0,,2MASS J04410470+2451062
2MASS J04410826+2556074,Gaia DR2 148384179410294272,ITG33A,04 41 08.26,+25 56 07.4,7.197,-21.951,7.131,GaiaDR2,,,14,1,1,1,0,*,2MASS J04410826+2556074
2MASS J04411078+2555116,Gaia DR2 148196510814073728,ITG34,04 41 10.78,+25 55 11.6,4.520,-20.112,6.407,GaiaDR2,15.420,17,0,0,1,1,0,,2MASS J04411078+2555116
2MASS J04411267+2546354,,IRAS04381+2540,04 41 12.67,+25 46 35.4,,,,,,,0,0,1,1,0,,2MASS J04411267+2546354
2MASS J04411296+1813194,Gaia DR2 3409647134680086784,,04 41 13.11,+18 13 19.0,10.431,-19.606,7.131,GaiaDR2,,,0,0,0,0,1,,2MASS J04411296+1813194
2MASS J04411681+2840000,Gaia DR2 158048409878217216,CoKuTau4,04 41 16.80,+28 40 00.1,4.136,-22.419,5.893,GaiaDR2,15.980,15,0,0,1,1,0,,2MASS J04411681+2840000
2MASS J04412464+2543530,,ITG40,04 41 24.65,+25 43 53.0,,,,,,,0,0,1,1,0,,2MASS J04412464+2543530
2MASS J04413882+2556267,Gaia DR2 148289831863907840,IRAS04385+2550,04 41 38.83,+25 56 26.9,2.504,-15.483,6.289,GaiaDR2,16.260,17,0,0,1,1,0,,2MASS J04413882+2556267
2MASS J04414489+2301513,Gaia DR2 146487556211644544,,04 41 44.90,+23 01 51.2,8.955,-21.431,8.334,GaiaDR2,,,17,0,1,1,0,,2MASS J04414489+2301513
2MASS J04414565+2301580,Gaia DR2 146487560507840768,,04 41 45.65,+23 01 58.1,8.300,-21.553,8.046,GaiaDR2,,,0,0,1,1,0,,2MASS J04414565+2301580
,Gaia DR2 147306318712708352,,04 41 46.98,+24 39 55.3,5.811,-18.726,7.914,GaiaDR2,,,0,0,0,0,1,,Gaia DR2 147306318712708352
2MASS J04414825+2534304,Gaia DR2 148172179824515968,,04 41 48.24,+25 34 30.4,4.511,-19.605,7.374,GaiaDR2,15.220,17,15,1,1,1,0,*,2MASS J04414825+2534304
2MASS J04420548+2522562,Gaia DR2 148116246465275520,LkHa332/G2A+B,04 42 05.50,+25 22 56.3,5.493,-18.990,8.168,GaiaDR2,14.060,17,0,0,1,1,0,,2MASS J04420548+2522562
2MASS J04420732+2523032,Gaia DR2 148116177745403776,LkHa332/G1A+B,04 42 07.32,+25 23 03.1,6.065,-17.499,7.319,VLBI,,,0,0,1,1,0,,2MASS J04420732+2523032
2MASS J04420777+2523118,Gaia DR2 148116276529733120,V955TauA+B,04 42 07.78,+25 23 11.8,-0.740,-14.148,6.275,GaiaDR2,15.700,4,0,0,1,1,0,,2MASS J04420777+2523118
2MASS J04422101+2520343,Gaia DR2 148112913570653568,CIDA7,04 42 21.02,+25 20 34.4,4.891,-19.424,7.374,GaiaDR2,16.040,17,15,1,1,1,0,*,2MASS J04422101+2520343
2MASS J04422776+2939448,Gaia DR2 158165714024754688,,04 42 27.78,+29 39 44.5,5.208,-21.338,6.229,GaiaDR2,,,0,0,0,0,1,,2MASS J04422776+2939448
2MASS J04423769+2515374,Gaia DR2 148099749495579648,DPTau,04 42 37.70,+25 15 37.4,,,,,18.560,17,0,0,1,1,0,,2MASS J04423769+2515374
2MASS J04430309+2520187,Gaia DR2 148106316500918272,GOTau,04 43 03.10,+25 20 18.6,4.727,-20.205,6.947,GaiaDR2,15.420,17,15,1,1,1,0,*,2MASS J04430309+2520187
2MASS J04432023+2940060,Gaia DR2 158494605440901760,CIDA14,04 43 20.23,+29 40 05.9,2.607,-22.062,5.872,GaiaDR2,,,0,0,1,1,0,,2MASS J04432023+2940060
2MASS J04434061+1810216,Gaia DR2 3409447332802321664,,04 43 40.64,+18 10 21.3,12.493,-19.117,6.747,GaiaDR2,,,20,0,0,0,1,,2MASS J04434061+1810216
2MASS J04440164+1621324,Gaia DR2 3406128761895775872,,04 44 01.65,+16 21 32.1,11.169,-19.144,6.808,GaiaDR2,,,20,0,0,1,0,,2MASS J04440164+1621324
2MASS J04442713+2512164,Gaia DR2 147441558642852736,IRAS04414+2506,04 44 27.12,+25 12 16.6,6.453,-20.154,7.122,GaiaDR2,,,14,1,1,1,0,*,2MASS J04442713+2512164
2MASS J04445445+2717454,Gaia DR2 154586318344905216,HD283782,04 44 54.47,+27 17 44.8,4.611,-23.733,5.984,GaiaDR2,,,0,0,0,1,0,,2MASS J04445445+2717454
2MASS J04451654+3141202,Gaia DR2 159525363231870848,PSOJ071.3189+31.6888,04 45 16.54,+31 41 19.9,5.096,-24.491,6.437,GaiaDR2,,,3,0,0,1,0,,2MASS J04451654+3141202
,Gaia DR2 157816859599833472,,04 45 50.47,+28 39 34.9,5.794,-26.683,6.167,GaiaDR2,,,3,0,0,0,1,,Gaia DR2 157816859599833472
2MASS J04455129+1555496,Gaia DR2 3309789385567829376,HD30171,04 45 51.29,+15 55 49.8,10.612,-16.187,5.437,GaiaDR2,21.130,15,0,0,1,1,0,,2MASS J04455129+1555496
2MASS J04455134+1555367,Gaia DR2 3309789385567829632,IRAS04429+1550,04 45 51.34,+15 55 36.8,11.714,-17.958,6.787,GaiaDR2,,,0,0,1,1,0,,2MASS J04455134+1555367
2MASS J04462480+1701415,Gaia DR2 3406179962200403584,PSOJ071.6033+17.0281,04 46 24.81,+17 01 41.2,3.584,-13.705,6.176,GaiaDR2,,,0,0,0,1,0,,2MASS J04462480+1701415
2MASS J04462561+1721214,Gaia DR2 3406294414490106624,,04 46 25.63,+17 21 21.1,4.251,-12.524,4.936,GaiaDR2,,,21,1,0,0,1,*,2MASS J04462561+1721214
2MASS J04464260+2459034,Gaia DR2 147373010964871040,RXJ04467+2459,04 46 42.60,+24 59 03.5,4.599,-19.522,6.513,GaiaDR2,,,0,0,1,1,0,,2MASS J04464260+2459034
2MASS J04464590+1659544,Gaia DR2 3406269778557780224,,04 46 45.91,+16 59 54.2,4.757,-13.190,5.232,GaiaDR2,,,21,1,0,0,1,*,2MASS J04464590+1659544
2MASS J04465305+1700001,Gaia DR2 3406269842981827712,DQTau,04 46 53.06,+17 00 00.4,4.740,-13.254,5.095,GaiaDR2,22.400,7,21,1,1,1,0,*,2MASS J04465305+1700001
2MASS J04465897+1702381,Gaia DR2 3406270362673331072,Haro6-37A,04 46 58.98,+17 02 37.7,6.184,-12.699,5.893,GaiaDR2,22.450,15,0,0,1,1,0,,NAME Haro 6-37 A
2MASS J04465897+1702381,Gaia DR2 3406270362673330944,Haro6-37B,04 46 59.09,+17 02 39.7,4.757,-13.881,5.058,GaiaDR2,,,21,1,0,1,0,*,NAME Haro 6-37 B
2MASS J04470620+1658428,Gaia DR2 3406081865148861440,DRTau,04 47 06.22,+16 58 43.0,5.106,-13.924,5.141,GaiaDR2,21.100,15,0,0,1,1,0,,2MASS J04470620+1658428
2MASS J04474012+2850409,Gaia DR2 158197973524029696,,04 47 40.14,+28 50 40.5,7.731,-25.800,6.021,GaiaDR2,,,2,1,0,0,1,*,2MASS J04474012+2850409
2MASS J04474859+2925112,Gaia DR2 158249306976130176,DSTau,04 47 48.60,+29 25 11.3,5.043,-24.334,6.316,GaiaDR2,16.300,4,3,1,1,1,0,*,2MASS J04474859+2925112
2MASS J04480632+1551251,Gaia DR2 3405104605470388736,,04 48 06.34,+15 51 24.9,12.329,-19.894,6.574,GaiaDR2,,,0,0,0,1,0,,2MASS J04480632+1551251
2MASS J04481348+2924537,Gaia DR2 158252231846211968,,04 48 13.50,+29 24 53.4,5.336,-24.669,6.437,GaiaDR2,,,3,1,0,1,0,*,2MASS J04481348+2924537
2MASS J04482128+2927120,Gaia DR2 158252399348280704,,04 48 21.30,+29 27 11.6,5.420,-24.736,6.420,GaiaDR2,9.930,18,3,1,0,0,1,*,2MASS J04482128+2927120
